rank,name,profile,uid,changesets,map_changes,countries,editors,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,tags_create,tags_modify,hashtags,start_date,end_date
267,Furdrien,https://www.openstreetmap.org/user/Furdrien,6696140,2,2255,France,JOSM/1.5 (18570 fr),566,1333,31,134,185,1,2,3,0,0,78,0.0,159.0,3.0,22.0,0.0,0.0,1.0,0.0,"{""source"": 127, ""barrier"": 122, ""name"": 4, ""highway"": 3, ""lit"": 3, ""surface"": 3, ""type"": 2, ""maxspeed"": 1, ""source:maxspeed"": 1, ""zone:maxspeed"": 1, ""bicycle"": 1, ""foot"": 1, ""motor_vehicle"": 1, ""landuse"": 1, ""amenity"": 1}","{""source"": 249, ""building"": 159, ""level"": 133, ""addr:housenumber"": 78, ""wall"": 29, ""highway"": 22, ""lit"": 21, ""name"": 19, ""motor_vehicle"": 17, ""maxspeed"": 14, ""bicycle"": 11, ""access"": 10, ""foot"": 10, ""surface"": 9, ""maxweight"": 8, ""type"": 3, ""service"": 2, ""leisure"": 2, ""source:maxspeed"": 1, ""zone:maxspeed"": 1, ""barrier"": 1, ""landuse"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
268,AlexandrPS,https://www.openstreetmap.org/user/AlexandrPS,4079828,40,2250,Russian Federation,"iD 2.27.3,StreetComplete 55.1",216,1434,39,47,506,8,0,0,0,3,1,47.0,504.0,0.0,2.0,0.0,0.0,0.0,0.0,"{""building"": 47, ""addr:housenumber"": 41, ""addr:street"": 41, ""addr:city"": 40, ""building:levels"": 5}","{""building"": 504, ""addr:housenumber"": 499, ""addr:street"": 499, ""addr:city"": 493, ""building:levels"": 33, ""name"": 4, ""addr:country"": 4, ""highway"": 2, ""maxspeed:practical"": 1, ""surface"": 1, ""electrified"": 1, ""frequency"": 1, ""gauge"": 1, ""oneway"": 1, ""railway"": 1, ""usage"": 1, ""voltage"": 1, ""tourism"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
269,EllieNyaa,https://www.openstreetmap.org/user/EllieNyaa,14448454,2,2246,United States of America,iD 2.27.3,1529,434,5,202,76,0,0,0,0,12,5,90.0,33.0,111.0,46.0,0.0,0.0,0.0,0.0,"{""highway"": 111, ""access"": 103, ""surface"": 98, ""service"": 97, ""building"": 90, ""addr:city"": 68, ""addr:housenumber"": 68, ""addr:postcode"": 68, ""addr:state"": 68, ""addr:street"": 68, ""direction"": 12, ""stop"": 12, ""location"": 8, ""leisure"": 6, ""landuse"": 2, ""residential"": 2, ""barrier"": 2, ""fence_type"": 2, ""material"": 2, ""generator:method"": 2, ""generator:output:electricity"": 2, ""generator:source"": 2, ""generator:type"": 2, ""power"": 2, ""maxspeed"": 2, ""name"": 2, ""tiger:cfcc"": 2, ""tiger:county"": 2, ""tiger:name_base"": 2, ""tiger:name_type"": 2, ""tiger:reviewed"": 2, ""tiger:zip_left"": 2, ""tiger:zip_right"": 2, ""natural"": 1, ""layer"": 1}","{""highway"": 46, ""surface"": 41, ""source"": 34, ""addr:city"": 33, ""addr:housenumber"": 33, ""addr:postcode"": 33, ""addr:state"": 33, ""addr:street"": 33, ""building"": 33, ""access"": 25, ""service"": 24, ""name"": 17, ""maxspeed"": 15, ""tiger:cfcc"": 15, ""tiger:county"": 15, ""tiger:name_base"": 15, ""tiger:name_type"": 15, ""tiger:reviewed"": 15, ""lanes"": 12, ""tiger:zip_left"": 11, ""tiger:zip_right"": 11, ""lit"": 4, ""sidewalk"": 4, ""tiger:name_direction_suffix"": 2, ""maxspeed:advisory"": 2, ""oneway"": 2, ""alt_name"": 1, ""hgv"": 1, ""lanes:backward"": 1, ""lanes:forward"": 1, ""overtaking"": 1, ""leisure"": 1, ""location"": 1, ""landuse"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
270,Adam Haba,https://www.openstreetmap.org/user/Adam%20Haba,12293030,4,2217,Poland,iD 2.27.3,991,211,534,256,105,97,0,23,0,96,28,4.0,0.0,327.0,108.0,0.0,0.0,6.0,1.0,"{""highway"": 327, ""crossing"": 169, ""crossing:markings"": 67, ""footway"": 48, ""cycleway"": 37, ""public_transport"": 17, ""railway"": 16, ""tram"": 16, ""oneway"": 16, ""surface"": 12, ""name"": 10, ""amenity"": 6, ""building"": 4, ""bicycle"": 4, ""foot"": 4, ""landuse"": 2, ""shelter_type"": 2, ""bus"": 1, ""bicycle_parking"": 1, ""lit"": 1, ""access"": 1}","{""highway"": 108, ""name"": 66, ""surface"": 55, ""ref"": 39, ""oneway"": 36, ""operator"": 26, ""network"": 23, ""route"": 23, ""type"": 23, ""crossing"": 20, ""addr:city"": 19, ""maxspeed"": 19, ""lanes"": 19, ""highway:category:pl"": 16, ""construction"": 11, ""railway"": 10, ""landuse"": 9, ""sidewalk"": 7, ""sidewalk:left"": 7, ""sidewalk:right"": 7, ""opening_date"": 7, ""footway"": 6, ""bus"": 5, ""departures_board"": 5, ""public_transport"": 5, ""shelter"": 5, ""crossing:markings"": 5, ""foot"": 5, ""local_ref"": 4, ""natural"": 4, ""bicycle"": 4, ""cycleway:right"": 4, ""lit"": 3, ""access"": 3, ""turn:lanes"": 3, ""tactile_paving"": 2, ""note"": 2, ""distance"": 2, ""wikidata"": 2, ""wikipedia"": 2, ""addr:street"": 1, ""amenity"": 1, ""bench"": 1, ""bin"": 1, ""addr:postcode"": 1, ""maxspeed:type"": 1, ""source"": 1, ""segregated"": 1, ""width"": 1, ""cycleway:both"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
271,갱이나그네,https://www.openstreetmap.org/user/%EA%B0%B1%EC%9D%B4%EB%82%98%EA%B7%B8%EB%84%A4,5500779,2,2200,Republic of Korea,iD 2.27.3,1673,306,85,102,21,13,0,0,0,30,1,0.0,0.0,120.0,12.0,4.0,6.0,5.0,0.0,"{""highway"": 120, ""name"": 63, ""ref"": 27, ""bus"": 23, ""public_transport"": 23, ""layer"": 22, ""bridge"": 21, ""source"": 6, ""amenity"": 5, ""waterway"": 4, ""ncat"": 4, ""review"": 4, ""ford"": 2, ""religion"": 2, ""name:en"": 2, ""name:ko"": 2, ""natural"": 1, ""tunnel"": 1}","{""name"": 12, ""highway"": 12, ""source"": 9, ""name:ko"": 6, ""waterway"": 6, ""name:en"": 5, ""review"": 5, ""ref"": 4, ""ncat"": 3, ""layer"": 2, ""ford"": 1, ""natural"": 1, ""water"": 1, ""name:ko-Hani"": 1, ""name:zh"": 1, ""name:zh-Hant"": 1, ""bridge"": 1, ""bridge:structure"": 1, ""maxspeed"": 1, ""tunnel"": 1, ""tunnel:name"": 1, ""tunnel:name:en"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
272,MNReid,https://www.openstreetmap.org/user/MNReid,12429027,1,2194,United States of America,iD 2.27.3,2108,0,0,84,0,0,2,0,0,0,0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"{""natural"": 64, ""building"": 5, ""type"": 2, ""highway"": 1}",{},,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
273,immerfalsch,https://www.openstreetmap.org/user/immerfalsch,1791353,4,2185,United States of America,iD 2.27.3,1812,23,0,303,47,0,0,0,0,0,2,94.0,0.0,163.0,46.0,10.0,2.0,5.0,0.0,"{""access"": 173, ""highway"": 163, ""service"": 153, ""building"": 94, ""leisure"": 31, ""waterway"": 10, ""sport"": 9, ""surface"": 8, ""layer"": 7, ""tunnel"": 7, ""man_made"": 5, ""amenity"": 5, ""source"": 3, ""area"": 1, ""name"": 1}","{""highway"": 46, ""name"": 37, ""tiger:cfcc"": 22, ""tiger:county"": 22, ""tiger:name_base"": 21, ""tiger:reviewed"": 20, ""tiger:zip_left"": 20, ""tiger:zip_right"": 20, ""lanes"": 20, ""tiger:name_type"": 17, ""maxspeed"": 16, ""source"": 15, ""surface"": 6, ""service"": 6, ""access"": 5, ""name_1"": 3, ""tiger:name_base_1"": 3, ""ref"": 2, ""tiger:name_type_1"": 2, ""waterway"": 2, ""man_made"": 1, ""tiger:name_direction_prefix_1"": 1, ""tiger:zip_left_1"": 1, ""tiger:zip_right_1"": 1, ""tiger:name_direction_prefix"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
274,Kathyaus,https://www.openstreetmap.org/user/Kathyaus,1225312,7,2180,Morocco,JOSM/1.5 (18907 en_AU),145,204,1465,23,61,272,10,0,0,0,0,16.0,35.0,4.0,14.0,0.0,1.0,0.0,0.0,"{""building"": 16, ""type"": 10, ""highway"": 4}","{""building"": 35, ""highway"": 14, ""lanes"": 3, ""maxspeed"": 3, ""old_ref"": 3, ""oneway"": 3, ""ref"": 3, ""surface"": 3, ""fixme"": 1, ""intermittent"": 1, ""waterway"": 1, ""barrier"": 1}","#hotosm-project-15478,#moroccoearthquake2023",2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
275,RM23,https://www.openstreetmap.org/user/RM23,5325538,7,2174,United States of America,"iD 2.27.3,JOSM/1.5 (18822 en)",1915,35,18,195,8,3,0,0,0,0,0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 160, ""golf"": 27, ""natural"": 18}","{""source"": 6, ""natural"": 3, ""landuse"": 2, ""leisure"": 1, ""name"": 1, ""wetland"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
276,threeof4,https://www.openstreetmap.org/user/threeof4,13265616,10,2171,United States of America,iD 2.27.3,1815,219,20,83,32,0,1,1,0,0,1,25.0,0.0,8.0,11.0,7.0,7.0,0.0,1.0,"{""building"": 25, ""natural"": 21, ""landuse"": 16, ""highway"": 8, ""waterway"": 7, ""service"": 5, ""power"": 5, ""leaf_cycle"": 5, ""leaf_type"": 5, ""water"": 3, ""salt"": 2, ""man_made"": 2, ""produce"": 1, ""wetland"": 1, ""type"": 1}","{""name"": 17, ""highway"": 11, ""tiger:cfcc"": 11, ""tiger:county"": 11, ""tiger:reviewed"": 11, ""name_1"": 9, ""tiger:name_base"": 9, ""tiger:name_base_1"": 9, ""tiger:name_type"": 9, ""waterway"": 7, ""landuse"": 7, ""leaf_cycle"": 5, ""leaf_type"": 5, ""natural"": 5, ""surface"": 4, ""tiger:zip_left"": 2, ""amenity"": 1, ""denomination"": 1, ""ele"": 1, ""gnis:county_id"": 1, ""gnis:created"": 1, ""gnis:edited"": 1, ""gnis:feature_id"": 1, ""gnis:state_id"": 1, ""religion"": 1, ""layer"": 1, ""tunnel"": 1, ""power"": 1, ""type"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
277,MiLorde,https://www.openstreetmap.org/user/MiLorde,3260208,3,2170,Brazil,iD 2.27.3,1988,69,7,94,11,1,0,0,0,0,1,22.0,1.0,4.0,8.0,0.0,1.0,0.0,1.0,"{""landuse"": 39, ""natural"": 29, ""building"": 22, ""highway"": 4, ""surface"": 4, ""water"": 1, ""tracktype"": 1}","{""highway"": 8, ""surface"": 7, ""tracktype"": 5, ""name"": 2, ""natural"": 2, ""waterway"": 1, ""amenity"": 1, ""building"": 1, ""opening_hours"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
278,Dave Nadolsky,https://www.openstreetmap.org/user/Dave%20Nadolsky,19192709,1,2169,United States of America,iD 2.27.3,1777,40,1,323,26,0,0,2,0,13,7,203.0,2.0,93.0,29.0,0.0,0.0,13.0,2.0,"{""building"": 203, ""surface"": 101, ""access"": 97, ""highway"": 93, ""service"": 82, ""addr:city"": 22, ""addr:postcode"": 22, ""addr:state"": 22, ""addr:street"": 22, ""name"": 13, ""amenity"": 13, ""fee"": 12, ""parking"": 12, ""height"": 10, ""addr:housenumber"": 10, ""operator"": 10, ""natural"": 10, ""salt"": 10, ""water"": 10, ""barrier"": 9, ""material"": 9, ""operator:type"": 9, ""phone"": 8, ""layer"": 7, ""maxspeed"": 6, ""intermittent"": 6, ""tiger:cfcc"": 6, ""tiger:county"": 6, ""shop"": 5, ""branch"": 5, ""website"": 5, ""facebook"": 5, ""fence_type"": 5, ""lanes"": 5, ""name_1"": 5, ""ref"": 5, ""tiger:name_base"": 5, ""tiger:name_base_1"": 5, ""tiger:name_direction_prefix"": 5, ""direction"": 4, ""gate:type"": 4, ""locked"": 4, ""email"": 4, ""tiger:zip_left"": 4, ""lanes:backward"": 4, ""lanes:forward"": 4, ""tiger:name_type"": 4, ""man_made"": 3, ""opening_hours"": 3, ""tiger:zip_right"": 3, ""turn:lanes:backward"": 3, ""turn:lanes:forward"": 3, ""stop"": 2, ""advertising"": 2, ""animated"": 2, ""display_surface"": 2, ""land_property"": 2, ""lit"": 2, ""message"": 2, ""sides"": 2, ""size"": 2, ""visibility"": 2, ""note"": 2, ""traffic_sign"": 2, ""traffic_sign:direction"": 2, ""brand"": 1, ""brand:wikidata"": 1, ""cuisine"": 1, ""tiger:reviewed"": 1, ""craft"": 1, ""description"": 1, ""lanes:both_ways"": 1, ""turn:lanes:both_ways"": 1, ""tourism"": 1, ""office"": 1, ""power"": 1, ""leisure"": 1, ""sport"": 1}","{""highway"": 29, ""surface"": 25, ""name"": 19, ""tiger:cfcc"": 18, ""tiger:county"": 18, ""tiger:name_base"": 15, ""lanes"": 14, ""tiger:name_type"": 14, ""ref"": 9, ""tiger:name_direction_prefix"": 9, ""tiger:zip_left"": 9, ""access"": 7, ""tiger:reviewed"": 7, ""name_1"": 7, ""tiger:name_base_1"": 7, ""tiger:zip_right"": 7, ""maxspeed"": 7, ""service"": 6, ""addr:city"": 3, ""addr:housenumber"": 3, ""addr:postcode"": 3, ""addr:state"": 3, ""addr:street"": 3, ""phone"": 3, ""amenity"": 2, ""turning_circle"": 2, ""building"": 2, ""network"": 2, ""route"": 2, ""type"": 2, ""traffic_signals"": 1, ""traffic_signals:direction"": 1, ""ele"": 1, ""email"": 1, ""facebook"": 1, ""gnis:county_name"": 1, ""gnis:feature_id"": 1, ""gnis:import_uuid"": 1, ""gnis:reviewed"": 1, ""source"": 1, ""lanes:backward"": 1, ""lanes:forward"": 1, ""turn:lanes:backward"": 1, ""turn:lanes:forward"": 1, ""brand"": 1, ""brand:wikidata"": 1, ""brand:wikipedia"": 1, ""opening_hours"": 1, ""shop"": 1, ""website"": 1, ""description"": 1, ""operator"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
279,Dmitriy Surin,https://www.openstreetmap.org/user/Dmitriy%20Surin,14202257,4,2165,Kazakhstan,iD 2.27.3,1543,224,55,248,94,1,0,0,0,3,21,22.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,"{""natural"": 227, ""building"": 22, ""ele"": 3, ""name"": 3, ""name:ru"": 3, ""rtsa_scale"": 2, ""leaf_type"": 2, ""amenity"": 2}","{""natural"": 107, ""name"": 27, ""ele"": 21, ""name:ru"": 18, ""int_name"": 10, ""name:kk"": 10, ""mountain_pass"": 9, ""rtsa_scale"": 9, ""westra_ref"": 8, ""description"": 3, ""highway"": 3, ""leaf_type"": 3, ""amenity"": 2, ""waterway"": 2, ""name:ky"": 1, ""source"": 1, ""wikidata"": 1, ""wikipedia"": 1, ""ref"": 1, ""name:en"": 1, ""surface"": 1, ""building"": 1, ""leisure"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
280,pyram,https://www.openstreetmap.org/user/pyram,497849,4,2163,Germany,JOSM/1.5 (18700 de),1260,507,44,194,137,13,2,5,1,1,12,121.0,21.0,13.0,43.0,0.0,2.0,1.0,10.0,"{""building"": 121, ""landuse"": 29, ""natural"": 25, ""highway"": 13, ""service"": 4, ""barrier"": 3, ""leisure"": 2, ""sport"": 2, ""type"": 2, ""source"": 1, ""generator:method"": 1, ""generator:output:electricity"": 1, ""generator:source"": 1, ""power"": 1, ""foot"": 1, ""man_made"": 1, ""tower:type"": 1, ""amenity"": 1, ""parking"": 1, ""restriction"": 1}","{""highway"": 43, ""name"": 29, ""source"": 27, ""landuse"": 23, ""building"": 21, ""surface"": 18, ""natural"": 17, ""amenity"": 10, ""addr:city"": 9, ""addr:housenumber"": 9, ""addr:postcode"": 9, ""addr:street"": 9, ""service"": 9, ""tracktype"": 9, ""lanes"": 7, ""website"": 6, ""ref"": 5, ""operator"": 5, ""power"": 5, ""lit"": 5, ""oneway"": 5, ""access"": 5, ""type"": 5, ""sport"": 4, ""phone"": 4, ""maxspeed"": 4, ""parking"": 3, ""note"": 3, ""wheelchair"": 3, ""leisure"": 3, ""razed:railway"": 3, ""removed:amenity"": 3, ""network"": 3, ""route"": 3, ""disused:railway"": 2, ""video"": 2, ""toilets:wheelchair"": 2, ""removed:railway"": 2, ""waterway"": 2, ""maxspeed:type"": 2, ""religion"": 2, ""wikidata"": 2, ""fee"": 2, ""barrier"": 2, ""railway"": 2, ""addr:country"": 2, ""salt"": 2, ""water"": 2, ""descriprion:de"": 1, ""historic"": 1, ""hiking"": 1, ""club"": 1, ""short_name"": 1, ""emergency"": 1, ""traffic_signals:direction"": 1, ""name:cs"": 1, ""removed:natural"": 1, ""cycleway:both"": 1, ""sidewalk"": 1, ""TIRImmobilienID"": 1, ""dog"": 1, ""image"": 1, ""opening_hours"": 1, ""tourism"": 1, ""wikimedia_commons"": 1, ""wikipedia"": 1, ""wood"": 1, ""addr:suburb"": 1, ""handrail"": 1, ""incline"": 1, ""smoothness"": 1, ""width"": 1, ""gauge"": 1, ""contact:website"": 1, ""office"": 1, ""start_date"": 1, ""subject:wikidata"": 1, ""subject:wikipedia"": 1, ""reg_name"": 1, ""leaf_type"": 1, ""generator:method"": 1, ""generator:source"": 1, ""generator:type"": 1, ""removed:building"": 1, ""destination"": 1, ""destination:ref"": 1, ""destination:forward"": 1, ""destination:ref:forward"": 1, ""contact:email"": 1, ""contact:fax"": 1, ""contact:phone"": 1, ""alt_name"": 1, ""comment"": 1, ""from"": 1, ""to"": 1, ""distance"": 1, ""osmc:symbol"": 1, ""roundtrip"": 1, ""symbol"": 1, ""boundary"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
281,King edgar,https://www.openstreetmap.org/user/King%20edgar,13352087,11,2162,Kenya,JOSM/1.5 (18822 en),1875,0,0,286,0,0,1,0,0,0,0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 285, ""type"": 1}",{},"#hotosm-project-15529,#esa4cities,#omhesa,#nairobi,#SPN",2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
282,Nelg,https://www.openstreetmap.org/user/Nelg,350997,2,2145,,JOSM/1.5 (18789 en),1961,16,0,153,15,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""natural"": 148, ""name"": 2, ""name:fi"": 2}","{""natural"": 13, ""name"": 11, ""name:fi"": 9, ""source"": 2, ""name:sv"": 1, ""landuse"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
283,jhmeniscus,https://www.openstreetmap.org/user/jhmeniscus,2049501,7,2144,United States of America,iD 2.27.3,1159,489,221,205,62,8,0,0,0,2,7,196.0,35.0,4.0,23.0,0.0,0.0,0.0,0.0,"{""building"": 196, ""addr:city"": 184, ""addr:housenumber"": 184, ""addr:postcode"": 184, ""addr:state"": 184, ""addr:street"": 184, ""house"": 155, ""start_date"": 139, ""building:levels"": 8, ""highway"": 4, ""description"": 3, ""proposed:leisure"": 3, ""sport"": 3, ""barrier"": 2, ""kerb"": 2, ""service"": 2, ""surface"": 2, ""landuse"": 2, ""natural"": 2, ""tactile_paving"": 1, ""access"": 1, ""construction"": 1, ""footway"": 1, ""proposed"": 1}","{""building"": 35, ""addr:city"": 34, ""addr:housenumber"": 34, ""addr:postcode"": 34, ""addr:state"": 34, ""addr:street"": 34, ""start_date"": 33, ""house"": 30, ""highway"": 23, ""surface"": 16, ""name"": 8, ""access"": 6, ""barrier"": 6, ""kerb"": 4, ""landuse"": 4, ""check_date"": 4, ""oneway"": 4, ""foot"": 3, ""crossing"": 3, ""crossing:markings"": 3, ""description"": 3, ""proposed"": 3, ""service"": 3, ""motor_vehicle"": 2, ""note"": 2, ""footway"": 2, ""construction"": 2, ""opening_date"": 2, ""bicycle"": 2, ""cycleway"": 2, ""layer"": 2, ""locked"": 1, ""tactile_paving"": 1, ""wheelchair"": 1, ""leisure"": 1, ""sport"": 1, ""golf"": 1, ""residential"": 1, ""lit"": 1, ""maxspeed"": 1, ""sidewalk"": 1, ""source:maxspeed"": 1, ""fence_type"": 1, ""height"": 1, ""construction:amenity"": 1, ""shelter_type"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
284,kguenther24,https://www.openstreetmap.org/user/kguenther24,11697944,4,2144,,iD 2.27.3,1707,176,29,166,59,3,4,0,0,381,36,2.0,7.0,108.0,60.0,0.0,0.0,79.0,5.0,"{""natural"": 253, ""highway"": 108, ""amenity"": 79, ""material"": 64, ""surface"": 64, ""leisure"": 54, ""backrest"": 50, ""barrier"": 32, ""height"": 14, ""access"": 12, ""area"": 9, ""incline"": 9, ""bollard"": 8, ""lit"": 8, ""handrail"": 7, ""entrance"": 6, ""landuse"": 6, ""footway"": 4, ""name"": 4, ""type"": 4, ""layer"": 3, ""playground"": 3, ""kerb"": 2, ""tactile_paving"": 2, ""wheelchair"": 2, ""tourism"": 2, ""crossing:markings"": 2, ""building"": 2, ""building:levels"": 2, ""fence_type"": 2, ""noexit"": 1, ""capacity"": 1, ""crossing"": 1, ""wetland"": 1, ""tunnel"": 1, ""operator"": 1}","{""highway"": 60, ""surface"": 43, ""tactile_paving"": 33, ""name"": 28, ""footway"": 27, ""crossing:markings"": 24, ""crossing"": 23, ""crossing:island"": 19, ""button_operated"": 18, ""barrier"": 15, ""kerb"": 15, ""wheelchair"": 15, ""lanes"": 8, ""maxspeed"": 7, ""tiger:cfcc"": 7, ""tiger:county"": 7, ""tiger:name_base"": 7, ""tiger:name_direction_prefix"": 7, ""tiger:name_type"": 7, ""tiger:reviewed"": 7, ""tiger:zip_left"": 7, ""building"": 7, ""height"": 7, ""nycdoitt:bin"": 7, ""tiger:zip_right"": 6, ""source"": 6, ""access"": 5, ""amenity"": 5, ""addr:postcode"": 5, ""addr:street"": 5, ""addr:housenumber"": 4, ""survey:date"": 3, ""oneway"": 3, ""layer"": 3, ""leisure"": 3, ""capacity"": 2, ""noexit"": 2, ""addr:city"": 2, ""addr:state"": 2, ""wikidata"": 2, ""operator"": 2, ""operator:type"": 2, ""tourism"": 1, ""direction"": 1, ""bicycle_parking"": 1, ""colour"": 1, ""material"": 1, ""waste"": 1, ""building:levels"": 1, ""email"": 1, ""website"": 1, ""wikipedia"": 1, ""cycleway"": 1, ""est_width"": 1, ""foot"": 1, ""horse"": 1, ""inline_skates"": 1, ""lit"": 1, ""motor_vehicle"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
285,pmgolf4,https://www.openstreetmap.org/user/pmgolf4,20733542,2,2132,United States of America,iD 2.27.3,2033,0,0,98,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""golf"": 98, ""natural"": 1}","{""golf"": 1, ""natural"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
286,ContraBand,https://www.openstreetmap.org/user/ContraBand,2051947,26,2126,Canada,iD 2.27.3,1584,61,225,152,81,23,0,0,0,8,20,58.0,24.0,8.0,12.0,0.0,0.0,13.0,16.0,"{""building"": 58, ""barrier"": 35, ""leisure"": 24, ""landuse"": 19, ""amenity"": 13, ""highway"": 8, ""name"": 6, ""footway"": 6, ""sport"": 5, ""shop"": 2, ""crossing"": 1, ""crossing:markings"": 1, ""emergency"": 1, ""natural"": 1, ""access"": 1, ""fee"": 1, ""parking"": 1, ""surface"": 1}","{""name"": 39, ""operator"": 25, ""building"": 24, ""landuse"": 18, ""amenity"": 16, ""leisure"": 13, ""surface"": 13, ""highway"": 12, ""sport"": 12, ""barrier"": 7, ""shop"": 6, ""healthcare"": 6, ""phone"": 5, ""service"": 5, ""access"": 4, ""fee"": 3, ""parking"": 3, ""cuisine"": 2, ""craft"": 2, ""crop"": 2, ""toilets"": 1, ""turning_circle"": 1, ""playground"": 1, ""playground:theme"": 1, ""healthcare:speciality"": 1, ""bicycle"": 1, ""foot"": 1, ""maxspeed"": 1, ""website"": 1, ""telecom:medium"": 1, ""oneway"": 1, ""lanes"": 1, ""addr:city"": 1, ""addr:housenumber"": 1, ""addr:province"": 1, ""addr:street"": 1, ""layer"": 1, ""atm"": 1, ""drive_through"": 1, ""building:levels"": 1, ""produce"": 1, ""footway"": 1, ""emergency"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
287,device25,https://www.openstreetmap.org/user/device25,2380181,6,2123,Sri Lanka,"Go Map!! 3.4.8,Every Door iOS 4.1",10,2109,0,2,2,0,0,0,0,1,2,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,"{""footway"": 2, ""highway"": 2, ""level"": 1, ""shop"": 1, ""sport"": 1, ""crossing"": 1}","{""name"": 3, ""level"": 2, ""shop"": 2, ""addr:city"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""check_date"": 1, ""description"": 1, ""name:en"": 1, ""name:ru"": 1, ""opening_hours"": 1, ""operator"": 1, ""payment:cash"": 1, ""payment:credit_cards"": 1, ""phone"": 1, ""website"": 1, ""sport"": 1, ""natural"": 1, ""water"": 1, ""footway"": 1, ""highway"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
288,Dhushanthani,https://www.openstreetmap.org/user/Dhushanthani,20506462,4,2113,"Sri Lanka,India",iD 2.27.3,1674,0,0,432,7,0,0,0,0,0,0,411.0,1.0,20.0,4.0,0.0,0.0,0.0,0.0,"{""building"": 411, ""highway"": 20, ""layer"": 2, ""natural"": 1}","{""highway"": 4, ""maxspeed"": 2, ""name"": 2, ""old_ref"": 1, ""ref"": 1, ""surface"": 1, ""building"": 1, ""import"": 1, ""source"": 1, ""natural"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
289,pmgolf3,https://www.openstreetmap.org/user/pmgolf3,20505917,16,2104,United States of America,iD 2.27.3,2032,2,0,70,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""golf"": 70, ""natural"": 9}",{},,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
